N,P,K,temperature,humidity,ph,rainfall,label
122,11,85,20.8,54,4.8,179,Rice
114,16,52,25.8,90,8.5,287,Sunflower
122,58,59,25.5,81,8.4,176,Soybean
126,58,22,28.3,49,6.2,194,Millet
111,39,77,17.6,38,5.5,269,Cotton
76,58,22,38.7,76,8.5,162,Wheat
114,11,48,22.5,60,6.2,121,Rice
58,68,51,33.8,33,6.9,251,Millet
142,80,62,32.3,50,6.2,265,Rice
55,84,77,19.3,50,8.3,104,Wheat
69,81,96,34.2,76,6.2,158,Cotton
149,54,84,25.1,72,6.5,190,Sunflower
86,19,30,37.9,86,4.9,150,Rice
100,36,55,23.8,87,4.5,296,Wheat
100,98,60,38.3,71,7.7,231,Sugarcane
141,53,43,19.3,85,7.3,134,Soybean
123,14,79,30.7,51,8.2,243,Cotton
56,70,12,37.4,72,5.1,137,Groundnut
117,88,29,20.6,32,8.3,113,Soybean
50,47,95,24.4,34,7.2,128,Barley
143,74,15,34.6,48,6.1,222,Rice
138,82,53,20.5,49,8.2,244,Sugarcane
123,88,89,31.6,59,5.8,276,Cotton
129,53,96,39.2,64,5.9,150,Cotton
77,65,90,31.8,67,4.5,229,Cotton
79,55,61,39.8,66,6.1,217,Cotton
110,45,98,17.7,67,8.2,107,Millet
140,92,51,25.7,52,5.6,184,Sugarcane
57,17,41,23.2,74,5.0,262,Cotton
63,26,63,19.7,48,5.0,132,Wheat
117,40,92,24.3,73,6.8,212,Rice
74,57,92,27.2,80,6.4,163,Wheat
74,80,29,30.1,66,4.9,240,Sugarcane
128,48,10,20.0,75,6.5,222,Rice
123,39,84,25.4,50,5.8,144,Sunflower
88,28,41,29.4,37,7.1,241,Millet
129,30,58,17.5,73,5.5,237,Sugarcane
63,36,84,37.7,31,6.9,150,Cotton
64,18,41,31.7,56,4.8,175,Maize
107,10,68,20.5,54,5.1,177,Maize
149,49,14,23.4,46,7.6,115,Sunflower
80,89,19,36.8,83,7.0,295,Sugarcane
73,31,71,39.9,74,5.3,251,Cotton
99,56,89,23.6,51,4.8,176,Soybean
118,39,77,34.2,81,8.1,256,Cotton
53,58,17,26.0,78,8.3,240,Wheat
91,15,15,16.0,86,6.5,241,Millet
109,70,18,25.9,55,8.1,150,Sunflower
115,10,86,35.9,58,6.0,171,Cotton
76,46,82,24.5,75,5.2,177,Sugarcane
124,16,40,19.7,79,7.5,108,Rice
116,18,47,28.0,43,7.4,222,Millet
94,88,33,20.0,62,7.9,172,Sugarcane
99,45,35,27.4,76,5.3,293,Sugarcane
115,52,76,19.5,37,8.1,154,Sunflower
66,44,14,29.1,87,8.2,268,Groundnut
123,59,61,27.9,50,7.6,274,Millet
131,33,35,36.9,36,5.3,171,Millet
60,57,56,27.3,59,6.6,170,Wheat
93,48,32,36.0,62,6.4,217,Cotton
86,47,96,25.1,83,7.2,275,Sugarcane
139,88,58,26.8,71,4.8,124,Sugarcane
108,22,25,28.9,47,6.6,225,Rice
71,77,34,36.4,73,4.7,106,Soybean
62,26,83,32.7,74,6.4,144,Cotton
60,98,31,25.3,83,7.3,228,Wheat
106,24,81,28.7,69,7.5,267,Soybean
102,65,73,24.9,68,6.5,106,Wheat
99,42,41,36.2,71,8.4,268,Groundnut
67,59,82,22.8,71,7.2,173,Wheat
79,49,27,24.4,41,5.0,192,Wheat
114,44,45,27.0,45,5.1,119,Millet
150,47,51,39.5,73,7.1,290,Barley
81,18,92,32.9,31,5.2,286,Cotton
146,34,34,31.0,86,7.6,165,Maize
53,46,33,37.1,52,6.0,241,Wheat
96,28,41,18.3,56,7.5,168,Wheat
98,61,26,31.2,31,7.7,132,Millet
119,52,23,17.1,52,5.3,280,Millet
94,74,14,32.2,31,4.7,247,Sugarcane
121,19,71,17.2,51,5.2,294,Maize
62,62,89,21.1,82,6.7,177,Wheat
107,28,68,21.5,59,7.6,137,Millet
108,41,96,16.8,66,8.1,140,Sunflower
112,27,38,27.3,61,4.9,155,Millet
87,51,14,31.5,56,8.2,169,Sunflower
75,13,73,18.1,84,7.1,197,Barley
82,84,22,30.0,60,7.5,288,Sugarcane
67,81,36,34.9,81,4.6,146,Sugarcane
144,82,24,34.3,76,4.6,253,Sugarcane
66,42,34,38.1,53,6.9,196,Millet
81,40,87,33.4,90,8.4,114,Cotton
101,32,30,22.2,35,7.1,247,Maize
143,68,35,25.7,48,5.1,209,Millet
132,48,36,30.2,77,8.2,182,Millet
128,12,28,16.2,77,5.9,288,Sugarcane
148,15,30,31.7,37,8.2,242,Millet
106,51,75,23.0,79,5.1,274,Rice
110,92,81,33.4,63,7.1,152,Cotton
93,54,57,24.9,35,6.2,205,Soybean
106,89,32,32.4,43,7.2,256,Sugarcane
96,16,78,32.2,81,7.3,151,Cotton
50,44,44,18.2,77,6.9,284,Groundnut
135,84,97,20.0,68,7.2,102,Soybean
73,60,66,15.5,70,8.0,297,Wheat
113,74,96,32.2,81,8.3,125,Cotton
91,88,17,32.0,40,8.0,264,Sugarcane
58,54,82,16.9,32,6.0,244,Wheat
81,87,91,28.2,81,5.9,287,Sugarcane
80,95,81,22.4,34,7.0,161,Sugarcane
80,21,65,31.0,69,8.1,237,Cotton
86,31,80,16.1,52,6.8,185,Maize
71,68,28,36.8,62,4.9,128,Cotton
122,58,39,25.7,31,8.2,194,Millet
59,93,56,23.0,82,7.5,189,Wheat
80,41,92,22.9,34,8.3,201,Barley
122,28,24,35.2,40,6.1,209,Rice
136,53,96,28.3,37,5.6,170,Millet
124,68,73,29.1,49,7.5,150,Millet
132,65,73,26.7,86,7.0,168,Groundnut
80,59,84,36.3,75,7.5,112,Cotton
101,31,18,37.2,76,8.1,119,Soybean
85,95,72,19.2,73,6.4,178,Sugarcane
96,62,69,20.6,52,4.8,296,Rice
100,32,15,23.8,52,6.5,269,Sunflower
76,75,60,30.9,70,6.7,176,Sugarcane
122,21,92,32.6,44,5.1,149,Cotton
138,62,56,18.3,85,8.3,121,Cotton
119,23,31,15.2,83,7.4,269,Wheat
90,76,97,28.0,71,6.5,282,Sugarcane
131,97,48,36.8,66,5.2,158,Sugarcane
71,86,14,23.8,41,8.3,253,Wheat
137,93,68,34.1,50,8.4,200,Cotton
91,100,50,16.4,36,7.6,185,Sugarcane
93,65,61,20.2,61,6.5,281,Soybean
129,28,34,38.2,38,4.6,299,Millet
74,26,34,31.3,46,6.5,260,Millet
85,42,18,26.6,34,5.2,117,Millet
61,69,51,24.0,34,5.4,170,Wheat
145,76,48,36.3,70,7.4,199,Sugarcane
86,11,36,27.1,80,5.6,125,Rice
70,67,56,37.0,53,5.7,159,Soybean
78,100,29,18.8,55,5.3,135,Wheat
123,52,14,37.9,45,8.1,273,Millet
59,84,97,40.0,48,7.6,220,Cotton
146,73,86,33.4,30,5.9,183,Cotton
146,61,30,21.0,44,5.1,147,Soybean
56,99,23,32.8,86,5.2,277,Sugarcane
104,45,84,18.2,57,7.8,239,Cotton
93,57,11,33.1,59,5.9,215,Sunflower
140,41,60,31.4,53,4.5,199,Cotton
100,22,86,39.4,36,7.0,297,Cotton
73,99,26,19.9,45,8.0,160,Wheat
78,68,28,36.0,79,7.5,156,Soybean
115,40,12,28.2,65,5.4,259,Sunflower
119,68,69,17.4,46,7.7,229,Sugarcane
62,71,68,20.5,75,5.6,231,Wheat
87,17,98,27.5,44,6.3,162,Millet
66,100,68,34.7,60,7.6,269,Cotton
132,72,35,21.8,51,7.7,132,Maize
128,36,83,34.3,58,5.6,190,Cotton
87,16,90,20.1,69,8.0,223,Barley
79,92,51,35.7,32,7.6,182,Sugarcane
95,79,11,26.6,70,5.4,185,Sugarcane
132,95,28,19.7,51,6.9,208,Rice
104,75,16,31.1,89,5.3,178,Sugarcane
91,90,24,25.3,71,7.5,256,Sugarcane
96,70,86,36.2,57,6.6,197,Cotton
140,65,72,16.2,34,5.1,117,Sunflower
97,43,98,32.6,67,6.9,214,Cotton
100,54,71,20.4,51,5.3,262,Sugarcane
128,50,30,17.7,85,6.7,122,Soybean
108,16,83,30.7,88,4.7,215,Cotton
101,45,80,39.3,34,6.8,140,Cotton
116,24,98,32.9,72,6.2,109,Cotton
56,98,34,20.5,30,4.9,160,Wheat
133,57,23,17.1,62,7.0,259,Rice
72,24,12,20.9,48,6.4,193,Rice
53,74,62,23.5,55,5.3,169,Wheat
69,86,61,34.0,64,8.4,135,Cotton
71,34,73,15.5,58,7.8,107,Soybean
103,36,42,26.9,76,7.4,255,Sunflower
101,63,31,22.9,79,5.4,266,Maize
122,18,16,33.2,33,4.7,189,Millet
99,29,85,16.6,34,7.0,209,Sugarcane
63,91,28,35.6,66,8.0,200,Sugarcane
100,89,35,32.2,56,7.7,230,Sugarcane
136,60,72,17.0,68,6.6,199,Soybean
61,94,55,37.5,87,5.9,166,Sugarcane
52,40,71,37.4,68,6.7,204,Cotton
76,24,86,33.9,51,6.4,132,Cotton
142,37,92,23.8,53,8.0,275,Sugarcane
85,76,62,24.0,82,5.8,209,Sugarcane
117,28,71,37.7,43,7.9,251,Cotton
63,20,56,29.8,45,7.4,276,Millet
123,12,67,21.7,55,4.6,161,Sunflower
82,89,92,37.4,80,6.4,178,Cotton
111,63,93,37.1,74,8.1,236,Cotton
106,46,77,34.9,38,7.4,121,Cotton
120,60,26,17.6,50,5.6,195,Maize
122,21,98,27.8,55,5.3,134,Groundnut
61,42,37,29.7,34,6.4,119,Millet
136,47,47,23.7,80,8.1,234,Barley
111,68,23,20.5,33,5.7,113,Sunflower
56,75,61,34.2,44,7.7,268,Cotton
66,12,20,17.7,85,5.5,136,Groundnut
80,83,56,20.0,57,7.8,126,Soybean
60,55,15,30.3,37,7.4,151,Millet
149,86,21,29.1,58,7.0,147,Barley
72,81,58,34.2,53,7.4,176,Sugarcane
89,66,72,31.9,47,7.9,213,Cotton
55,39,81,36.5,87,5.4,282,Cotton
58,32,67,31.7,45,6.7,210,Cotton
109,41,94,16.2,67,8.4,139,Groundnut
100,13,22,23.9,30,6.2,180,Groundnut
116,47,10,38.7,42,7.7,268,Millet
57,66,54,18.8,84,8.0,175,Wheat
137,39,82,17.2,44,7.5,181,Maize
86,13,68,33.3,56,7.6,300,Cotton
141,15,35,23.6,34,6.4,300,Rice
144,37,34,31.9,64,6.6,253,Rice
52,64,45,32.6,78,7.2,254,Groundnut
90,23,25,28.5,42,5.7,213,Millet
77,75,53,33.5,74,7.7,137,Groundnut
91,36,69,22.9,54,7.6,251,Maize
102,56,13,29.0,52,5.6,190,Millet
133,84,57,22.8,38,5.5,258,Sugarcane
73,98,49,30.9,70,4.5,272,Sugarcane
114,86,66,21.9,55,6.3,297,Rice
84,82,52,34.7,67,5.4,293,Sugarcane
129,79,66,15.2,46,5.4,212,Sugarcane
133,98,32,26.1,54,6.4,226,Rice
118,48,37,23.0,75,8.4,100,Barley
118,91,99,20.9,57,8.3,254,Sugarcane
69,95,88,18.2,54,7.2,194,Wheat
100,34,72,29.4,74,8.0,205,Groundnut
149,32,56,33.7,42,6.3,280,Rice
114,15,57,28.6,77,7.7,254,Barley
106,28,31,35.4,87,6.0,241,Rice
69,22,53,35.0,73,4.9,173,Millet
139,47,34,30.7,69,5.1,186,Maize
55,75,79,15.4,78,7.8,213,Wheat
73,74,44,21.1,85,7.6,112,Wheat
111,13,44,29.3,70,8.5,154,Sunflower
137,82,25,34.1,76,6.4,288,Rice
66,33,65,29.8,41,6.7,195,Millet
137,55,10,37.3,63,8.4,262,Millet
116,49,75,37.2,89,5.1,274,Cotton
56,67,17,31.1,88,7.7,188,Cotton
89,31,96,18.2,79,4.7,275,Wheat
122,71,59,31.3,54,6.8,219,Rice
109,29,19,30.7,43,7.2,158,Millet
51,38,36,30.7,41,6.2,211,Millet
129,10,20,19.2,54,7.8,156,Cotton
145,92,39,28.6,56,6.0,114,Wheat
120,29,30,27.1,69,7.6,165,Rice
81,68,73,35.3,32,5.2,151,Cotton
120,48,51,23.9,42,6.1,189,Sugarcane
61,19,86,25.5,59,8.1,164,Rice
84,95,51,37.4,81,8.5,223,Sugarcane
122,22,26,26.1,40,5.9,187,Millet
102,31,67,25.2,40,6.5,205,Rice
95,29,63,20.0,73,5.9,265,Maize
85,50,62,15.4,84,5.9,105,Barley
107,21,50,28.0,79,5.2,267,Cotton
62,31,61,37.0,66,5.1,140,Cotton
86,26,66,24.2,49,6.2,254,Maize
79,87,90,25.4,85,6.7,181,Wheat
143,26,49,28.9,44,5.6,172,Millet
89,36,67,26.4,46,7.3,135,Millet
130,25,82,22.9,48,6.2,195,Cotton
74,69,70,24.2,39,6.2,122,Wheat
65,66,76,24.3,50,6.9,223,Wheat
128,32,22,18.1,65,8.2,299,Soybean
55,65,96,27.9,50,8.1,289,Wheat
123,30,83,35.4,62,6.9,244,Rice
139,10,79,34.4,63,7.8,232,Cotton
64,34,41,34.5,30,5.1,140,Millet
84,46,75,30.8,83,6.9,235,Cotton
64,62,80,17.7,32,4.7,286,Wheat
147,86,87,18.2,83,7.0,222,Rice
83,12,19,15.7,71,7.1,120,Groundnut
64,62,21,23.8,51,5.6,223,Wheat
110,58,47,37.9,78,4.8,267,Cotton
114,27,67,24.0,61,7.6,210,Rice
80,36,46,37.1,81,4.7,244,Maize
55,39,88,28.8,34,8.4,261,Millet
116,38,57,26.6,76,6.2,122,Wheat
99,53,13,15.0,77,5.0,141,Sunflower
112,54,74,18.4,58,7.3,172,Millet
60,100,63,19.0,74,4.8,292,Wheat
57,98,93,34.5,79,7.2,295,Cotton
132,87,48,39.2,55,8.2,103,Wheat
100,80,76,18.3,64,6.0,298,Sugarcane
149,87,52,23.4,65,4.9,182,Sugarcane
72,37,68,19.2,50,5.4,250,Rice
121,11,96,36.9,71,5.9,210,Cotton
82,42,87,37.9,33,8.3,272,Cotton
125,85,44,20.1,67,7.5,100,Soybean
105,20,39,21.0,63,7.5,274,Groundnut
99,59,40,18.8,32,7.5,179,Barley
80,29,91,22.4,90,8.4,193,Wheat
90,15,96,18.3,65,7.9,160,Maize
149,76,45,35.4,48,6.2,232,Rice
55,41,77,33.5,59,6.0,278,Cotton
124,85,18,15.0,83,6.7,231,Rice
84,100,20,26.3,87,7.1,256,Sugarcane
149,73,19,29.3,67,7.1,119,Sugarcane
127,56,72,35.4,89,6.2,125,Cotton
129,38,32,34.3,55,6.0,100,Sugarcane
102,21,38,23.3,86,5.0,282,Sunflower
142,28,98,20.6,72,7.9,235,Sugarcane
75,93,92,33.6,78,4.5,278,Cotton
124,42,38,23.0,59,4.5,233,Rice
77,60,65,21.1,58,5.8,140,Wheat
79,98,29,38.6,88,8.0,247,Sugarcane
118,77,29,31.9,58,4.6,283,Sugarcane
138,15,53,36.7,30,5.9,300,Millet
108,100,73,38.3,52,5.9,266,Cotton
132,71,70,36.2,65,6.6,104,Cotton
53,12,44,27.3,32,7.4,144,Millet
65,20,69,27.8,46,8.1,276,Millet
69,51,39,39.5,55,5.1,116,Barley
135,40,70,38.3,70,4.8,234,Cotton
139,87,49,39.2,82,7.4,146,Maize
89,44,87,34.1,88,5.9,213,Cotton
69,99,40,36.6,50,6.2,122,Cotton
57,54,32,31.0,31,7.4,152,Millet
66,70,72,34.2,87,7.5,143,Cotton
83,97,56,22.5,71,7.0,225,Sugarcane
115,68,74,26.2,87,8.0,180,Groundnut
132,28,61,27.0,82,8.4,295,Sugarcane
74,30,57,33.1,37,4.7,217,Millet
57,74,43,31.5,42,5.1,230,Sugarcane
85,92,17,36.5,72,7.2,191,Sugarcane
77,66,25,38.1,45,4.9,155,Millet
117,98,80,19.9,32,5.2,276,Sugarcane
57,28,94,38.7,43,7.0,299,Cotton
97,95,18,23.9,51,5.5,238,Sugarcane
96,65,52,29.1,56,7.1,191,Maize
57,83,46,23.0,35,5.5,211,Wheat
129,50,69,23.8,81,6.4,167,Wheat
135,88,41,33.4,38,7.2,226,Sugarcane
146,71,14,33.4,74,4.8,281,Sugarcane
140,55,67,31.8,32,5.1,124,Cotton
150,20,32,21.5,45,6.1,157,Maize
130,91,49,20.5,65,5.1,199,Sugarcane
74,15,77,39.6,43,6.1,282,Cotton
123,17,22,30.7,72,7.6,293,Cotton
81,84,18,26.4,62,5.7,256,Sugarcane
121,22,59,28.5,46,6.8,141,Millet
68,20,47,21.3,66,6.1,133,Wheat
61,21,88,24.3,33,6.4,146,Maize
98,95,48,24.2,57,8.5,161,Sugarcane
61,84,56,27.3,47,6.5,294,Wheat
130,53,67,23.3,67,5.1,289,Barley
137,54,21,35.6,49,7.5,184,Millet
81,13,59,29.8,81,6.0,212,Maize
59,40,47,36.1,68,7.2,186,Millet
141,78,21,30.2,72,8.3,293,Sugarcane
91,47,30,33.6,87,5.6,282,Cotton
53,12,21,29.4,70,7.9,102,Wheat
66,79,88,15.1,88,7.1,104,Wheat
89,86,48,36.2,63,4.5,112,Millet
135,23,12,16.2,55,6.7,288,Rice
78,48,95,38.8,85,5.8,140,Cotton
50,42,68,23.8,34,7.1,269,Sugarcane
88,25,63,24.2,82,5.8,186,Rice
69,34,37,28.4,78,6.1,281,Soybean
142,98,32,22.2,59,4.8,129,Soybean
111,77,18,16.3,66,7.4,109,Groundnut
115,92,69,39.2,50,6.4,154,Cotton
99,65,80,24.5,39,4.6,122,Groundnut
56,69,68,36.8,30,8.0,243,Cotton
104,75,77,24.8,57,5.2,248,Sugarcane
97,27,22,27.7,66,8.1,218,Soybean
126,74,71,25.9,64,6.1,105,Soybean
108,22,12,22.2,49,7.6,223,Groundnut
68,69,44,26.8,38,7.8,297,Wheat
148,13,61,29.5,68,6.7,220,Rice
90,37,10,35.5,68,6.5,282,Cotton
117,92,23,34.0,35,5.0,217,Sugarcane
95,64,66,21.0,90,7.5,136,Soybean
115,78,40,18.2,44,6.1,250,Rice
76,41,89,34.2,87,7.4,130,Cotton
107,55,20,24.2,60,7.9,273,Sugarcane
59,47,50,16.3,89,5.3,295,Millet
79,69,84,28.9,79,5.9,265,Wheat
68,60,26,39.0,87,5.4,223,Rice
56,62,23,21.1,43,5.3,124,Wheat
147,55,29,26.1,85,7.0,191,Sunflower
116,42,19,36.6,46,5.6,205,Millet
90,85,79,31.7,63,7.1,160,Cotton
145,66,79,34.0,58,5.3,249,Cotton
102,92,70,22.7,40,4.5,103,Sugarcane
132,71,84,33.2,75,7.4,117,Cotton
100,16,40,29.0,69,5.7,121,Soybean
83,99,31,33.2,61,4.6,284,Sugarcane
88,22,95,18.1,49,5.8,211,Maize
106,46,30,28.7,79,6.7,215,Rice
117,55,25,35.7,40,6.9,223,Rice
92,76,14,23.4,81,7.0,237,Sugarcane
95,46,44,19.0,85,6.5,265,Wheat
122,10,56,17.7,70,5.1,261,Soybean
141,13,33,32.7,76,8.2,114,Wheat
131,64,45,22.2,63,6.5,263,Rice
150,77,81,35.5,71,5.1,174,Cotton
79,75,31,18.4,53,6.1,128,Wheat
125,79,65,25.6,30,6.8,265,Rice
126,68,81,25.3,46,4.6,180,Millet
100,81,67,37.4,65,5.0,229,Cotton
72,45,58,34.6,39,4.6,242,Millet
90,77,43,33.6,61,4.8,248,Sugarcane
61,99,41,21.3,82,5.5,158,Wheat
67,74,54,16.3,79,8.3,298,Wheat
84,27,65,24.3,43,5.8,253,Rice
89,34,67,34.5,79,7.5,114,Cotton
52,99,63,32.2,64,5.0,235,Cotton
75,100,32,34.7,62,6.7,266,Sugarcane
57,20,92,21.5,80,6.4,251,Sugarcane
131,31,82,35.9,50,8.5,157,Cotton
133,66,99,31.3,73,8.3,139,Cotton
80,96,79,23.9,30,8.0,172,Sugarcane
55,37,63,24.9,84,4.7,235,Rice
136,46,82,30.4,87,5.6,261,Cotton
69,45,86,30.9,39,5.9,183,Cotton
130,71,99,22.5,65,6.2,239,Rice
142,78,48,39.9,80,5.9,286,Sugarcane
104,20,76,37.9,39,8.0,242,Cotton
70,78,78,22.2,40,8.5,114,Wheat
61,43,25,21.6,89,5.5,287,Groundnut
121,81,62,36.4,33,7.0,268,Rice
65,94,82,21.6,37,5.5,258,Wheat
78,42,40,32.7,80,5.0,138,Soybean
116,47,65,38.4,47,7.8,145,Cotton
93,63,75,17.9,85,4.5,138,Barley
83,36,70,38.4,53,7.8,230,Cotton
58,50,12,38.5,46,6.8,205,Millet
122,90,93,29.2,34,6.8,188,Sugarcane
95,29,73,20.6,46,6.3,225,Wheat
60,57,28,16.5,85,7.0,134,Wheat
104,46,48,16.7,77,5.2,121,Barley
122,69,30,20.3,85,7.3,235,Barley
121,65,49,23.7,79,8.2,162,Rice
114,75,87,23.8,64,7.9,105,Maize
117,45,68,38.9,62,7.3,192,Cotton
59,64,69,34.3,67,8.0,230,Cotton
92,28,92,26.8,69,7.2,128,Groundnut
138,87,33,17.7,39,8.2,289,Sugarcane
150,84,16,35.5,64,7.5,295,Sugarcane
55,82,64,20.0,71,6.6,194,Wheat
109,49,67,17.2,83,4.6,184,Barley
147,84,16,29.2,54,8.1,293,Sugarcane
109,87,31,28.9,52,7.5,231,Sugarcane
68,72,36,30.4,75,5.1,277,Sugarcane
86,80,80,17.7,30,5.5,131,Cotton
120,48,87,32.2,45,8.4,195,Cotton
113,36,18,33.8,54,4.8,100,Soybean
116,39,19,37.1,44,4.9,153,Millet
82,77,91,18.9,86,8.2,197,Sugarcane
150,66,39,30.5,55,8.0,284,Maize
111,42,85,19.8,77,6.7,147,Barley
135,14,99,36.2,53,8.5,234,Cotton
61,29,78,23.1,75,4.5,233,Millet
93,97,72,20.7,66,6.9,163,Sugarcane
63,15,92,17.6,63,5.2,107,Maize
88,23,25,29.6,31,5.0,233,Millet
61,17,51,25.6,89,7.7,176,Rice
108,69,73,18.1,49,6.9,252,Rice
69,42,56,33.0,83,5.9,151,Barley
71,62,97,31.9,36,7.1,282,Cotton
141,25,54,40.0,61,7.0,284,Rice
57,98,57,21.4,81,4.6,177,Wheat
127,78,26,31.0,37,8.1,165,Sugarcane
69,25,61,35.8,56,8.1,239,Cotton
58,80,76,25.5,50,5.0,247,Wheat
90,58,30,33.2,86,4.5,161,Cotton
58,72,70,20.9,41,6.6,274,Wheat
70,96,69,25.8,54,4.9,169,Wheat
76,71,72,29.5,77,6.6,179,Wheat
148,64,29,28.4,89,6.4,289,Rice
149,11,67,23.7,81,5.8,131,Cotton
83,67,75,26.7,46,5.9,175,Millet
140,24,68,39.6,84,8.4,254,Cotton
148,14,57,19.4,42,6.1,254,Rice
124,78,53,24.6,39,5.3,161,Sugarcane
50,31,50,33.1,70,5.6,265,Millet
111,43,56,25.0,32,6.0,177,Wheat
150,43,36,21.5,59,7.1,269,Millet
68,33,66,25.8,73,8.4,223,Millet
128,98,54,23.8,38,6.6,132,Maize
130,39,39,25.3,67,7.1,285,Wheat
65,92,97,20.0,37,5.8,293,Wheat
64,95,43,20.7,30,6.7,164,Wheat
93,25,82,23.8,45,4.6,241,Cotton
96,73,22,37.7,79,8.4,198,Sugarcane
129,39,46,20.9,52,5.2,246,Sugarcane
127,92,59,36.7,70,4.6,256,Sugarcane
108,76,60,16.2,63,4.6,230,Sugarcane
81,31,10,23.9,57,7.3,300,Groundnut
93,75,63,17.9,33,5.3,223,Sugarcane
50,66,61,26.0,70,6.3,100,Wheat
145,75,47,31.2,75,6.2,170,Sugarcane
83,31,49,37.2,56,6.5,236,Sunflower
86,59,65,19.2,57,5.0,286,Barley
90,53,42,16.5,75,7.6,199,Groundnut
58,85,89,23.8,67,5.0,147,Wheat
67,60,22,23.7,51,8.1,141,Wheat
55,24,20,27.5,31,5.0,108,Millet
133,76,77,17.2,77,5.8,288,Sugarcane
131,52,79,17.9,88,7.2,197,Groundnut
115,65,17,32.5,83,6.3,190,Wheat
123,29,77,33.2,86,6.9,100,Cotton
134,99,19,23.2,51,5.1,224,Sugarcane
77,55,69,33.7,42,8.2,259,Cotton
64,12,47,24.2,87,5.8,113,Sunflower
83,27,92,17.9,72,5.2,260,Cotton
119,100,41,36.4,52,8.3,258,Sugarcane
87,64,10,18.7,44,5.3,294,Millet
107,55,21,25.8,39,5.2,186,Millet
86,13,44,35.4,74,5.0,141,Rice
115,11,72,16.3,86,6.2,172,Rice
66,33,38,38.6,60,5.7,165,Barley
143,70,80,25.3,48,5.3,178,Millet
135,87,98,15.7,33,7.7,188,Sugarcane
150,74,74,37.9,79,5.6,133,Cotton
126,46,24,24.4,87,6.1,192,Wheat
148,78,74,19.1,58,8.2,114,Soybean
121,60,51,18.8,61,5.0,261,Soybean
136,94,92,15.8,63,4.8,216,Sugarcane
105,84,28,27.1,62,7.0,233,Rice
106,56,61,26.7,62,7.3,111,Soybean
73,33,97,32.0,75,8.2,179,Cotton
119,98,97,18.6,62,4.7,166,Sugarcane
99,58,28,17.8,78,5.4,231,Sunflower
144,100,39,21.2,61,7.3,127,Sugarcane
80,17,91,28.1,61,5.1,118,Millet
72,57,33,35.7,79,6.1,148,Maize
100,18,81,25.4,82,7.1,218,Cotton
91,50,93,21.3,77,4.8,203,Sunflower
149,59,42,32.4,35,5.3,109,Millet
143,85,10,34.6,53,4.9,159,Sugarcane
87,37,76,23.0,30,7.9,164,Cotton
145,84,74,37.7,30,7.2,161,Cotton
143,56,55,31.8,80,8.4,237,Wheat
66,44,74,32.7,77,5.5,269,Cotton
60,14,72,20.3,50,6.5,182,Maize
63,72,97,34.5,46,7.8,261,Cotton
92,16,82,36.8,51,4.9,189,Cotton
64,61,46,17.2,34,6.4,117,Wheat
87,62,79,20.2,78,6.6,183,Sugarcane
79,78,19,19.1,57,8.2,254,Wheat
109,92,95,32.6,83,5.8,258,Cotton
137,88,34,15.7,46,7.8,106,Groundnut
137,31,53,18.1,88,8.5,245,Maize
62,66,39,25.0,55,5.5,226,Wheat
71,49,89,36.9,39,7.2,288,Cotton
65,99,65,25.8,78,5.1,275,Wheat
84,19,25,30.5,74,5.8,166,Barley
114,43,99,32.8,54,6.6,143,Cotton
62,18,40,32.3,32,7.9,122,Millet
50,26,37,23.0,82,4.6,287,Soybean
113,20,92,38.5,64,5.1,282,Cotton
85,13,67,20.8,79,7.1,296,Soybean
119,15,94,15.5,75,7.4,150,Soybean
88,97,46,21.1,41,6.2,168,Sugarcane
124,40,99,34.1,47,7.8,277,Cotton
140,95,45,28.4,42,7.0,263,Rice
56,19,42,36.2,36,7.9,255,Millet
136,55,80,23.8,78,5.8,181,Barley
147,75,25,21.6,66,6.0,254,Rice
52,54,14,31.1,43,6.5,106,Millet
90,49,82,23.6,84,5.4,202,Millet
63,57,64,32.8,68,4.9,166,Cotton
133,41,88,18.3,44,6.2,241,Rice
99,76,93,37.4,43,4.7,263,Cotton
76,24,49,16.6,56,4.6,146,Soybean
131,99,22,23.8,41,8.0,244,Sugarcane
143,75,100,37.3,39,6.1,266,Rice
119,90,80,36.3,68,5.0,191,Cotton
127,87,28,29.5,80,6.6,230,Rice
150,28,21,27.2,82,7.9,225,Soybean
111,40,96,19.7,39,6.2,203,Rice
142,75,91,15.0,85,8.4,233,Sugarcane
143,57,78,23.8,39,5.3,229,Cotton
60,89,20,20.0,83,4.5,293,Wheat
139,83,21,21.8,90,7.8,280,Sugarcane
74,58,63,24.4,31,6.7,162,Wheat
68,81,12,29.0,32,6.2,192,Wheat
70,31,73,36.2,35,6.3,236,Cotton
104,90,82,30.1,45,4.5,128,Cotton
62,52,16,20.1,43,5.8,106,Wheat
115,28,94,39.9,74,6.0,114,Cotton
144,94,92,23.2,87,6.1,229,Rice
51,60,54,30.9,76,5.7,159,Groundnut
99,32,99,18.1,61,6.4,178,Cotton
92,96,43,35.2,62,7.6,190,Sugarcane
144,56,10,18.7,59,7.6,143,Soybean
52,36,60,30.8,75,5.6,159,Groundnut
109,67,56,15.2,44,5.9,103,Barley
144,43,52,35.2,43,7.8,170,Millet
72,35,79,17.3,82,5.0,231,Maize
122,75,45,16.2,52,6.0,227,Rice
92,79,92,29.6,75,7.9,233,Sugarcane
